Name,"Case Number",City,State,"Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"EGM  BUILDERS & CONSTRUCTION SERVICES LLC / E&R HEATING  AND COOLING  LLC .",22-CA-265818,Parsippany,NJ,09/08/2020,"Region 22, Newark, New Jersey",Open,,,,30,,
"Kaiser Permanente",32-CA-265810,"San Leandro",CA,09/05/2020,"Region 32, Oakland, California",Open,,,,1000,,
"United States Postal Service",10-CA-265659,Kannapolis,NC,09/04/2020,"Region 10, Atlanta, Georgia",Open,,,,30,,
"Gavilon Grain, LLC",25-CA-265798,Maceo,KY,09/04/2020,"Region 25, Indianapolis, Indiana",Open,,,,1,,
"The Leaguers, Inc.",22-CA-265698,Newark,NJ,09/04/2020,"Region 22, Newark, New Jersey",Open,,,,265,,
"Asarco, LLC",28-CA-265710,Kearny,AZ,09/04/2020,"Region 28, Phoenix, Arizona",Open,,,,1417,,
"Triple Canopy, Inc.",05-CA-265759,Washington,DC,09/04/2020,"Region 05, Baltimore, Maryland",Open,,,,250,,
AT&T,32-CA-265711,Vallejo,CA,09/03/2020,"Region 32, Oakland, California",Open,,,,1500,,
"Lane College",15-CA-265695,Jackson,TN,09/03/2020,"Region 15, New Orleans, Louisiana",Open,,,,185,,
"Asarco LLC",28-CA-265707,Sahuarita,AZ,09/03/2020,"Region 28, Phoenix, Arizona",Open,,,,180,,
"Los Robles Regional Medical Center",31-CA-265832,"Thousand Oaks",CA,09/03/2020,"Region 31, Los Angeles, California",Open,,,,25,,
"RAV Truck & Trailer Repairs, Inc. and Concrete Express of NY, LLC, a single employer",02-CA-265683,Bronx,NY,09/03/2020,"Region 02, New York, New York",Open,,,,2,,
"Tilden Mining Company L.C.",18-CA-265617,Ishpeming,MI,09/03/2020,"Region 18, Minneapolis, Minnesota",Open,,,,700,,
"International Organization of Masters, Mates & Pilots, International Marine Division of the International Longshoremen's Association, AFL-CIO (Maersk Line Limited)",05-CB-265681,Norfolk,VA,09/03/2020,"Region 05, Baltimore, Maryland",Open,,,,22,,
"ALLISON TRANSMISSION INC.",25-CA-265697,Indianapolis,IN,09/03/2020,"Region 25, Indianapolis, Indiana",Open,,,,1300,,
"Ed's Beans, Inc., d/b/a Crazy Mocha Coffee",06-CA-265574,Pittsburgh,PA,09/02/2020,"Region 06, Pittsburgh, Pennsylvania",Open,,,,6,,
UPS,02-CA-265656,"New York",NY,09/02/2020,"Region 02, New York, New York",Open,,,,7000,,
"National Organization of Legal Services Workers, United Auto Workers, Local 2320 (Washington Lawyers' Committee for Civil Rights and Urban Affairs)",05-CB-265586,Washington,DC,09/02/2020,"Region 05, Baltimore, Maryland",Open,,,,24,,
"Audio Visual Services Group, LLC",28-CA-265596,"Las Vegas",NV,09/02/2020,"Region 28, Phoenix, Arizona",Open,,,,30,,
"Hood River Distillers, Inc.",19-CA-265595,"Hood River",OR,09/02/2020,"Region 19, Seattle, Washington",Open,,,,23,,
CONSTELLIUM,09-CA-265614,Ravenswood,WV,09/02/2020,"Region 09, Cincinnati, Ohio",Open,,,,850,,
"ALSCO, Inc.",28-CA-265608,"North Las Vegas",NV,09/02/2020,"Region 28, Phoenix, Arizona",Open,,,,15,,
"Custom Protective Services",22-CA-265591,Newark,NJ,09/02/2020,"Region 22, Newark, New Jersey",Open,,,,50,,
"Woodland Skilled Nursing",20-CA-265638,Woodland,CA,09/02/2020,"Region 20, San Francisco, California",Open,,,,100,,
"CenturyLink Communications",28-CA-265521,Phoenix,AZ,09/01/2020,"Region 28, Phoenix, Arizona",Open,,,,600,,
"Mondelez Intl.-Portland Bakery",19-CA-265483,Portland,OR,09/01/2020,"Region 19, Seattle, Washington",Open,,,,210,,
"DOW CHEMICAL",09-CA-265601,Elizabethtown,KY,09/01/2020,"Region 09, Cincinnati, Ohio",Open,,,,140,,
"Aramark Uniform Services",32-CA-265557,Stockton,CA,09/01/2020,"Region 32, Oakland, California",Open,,,,100,,
"United Parcel Service",28-CA-265581,Nogales,AZ,09/01/2020,"Region 28, Phoenix, Arizona",Open,,,,300,,
"Kaiser Permanente",05-CA-265565,Hyattsville,MD,09/01/2020,"Region 05, Baltimore, Maryland",Open,,,,174000,,
"1199 SEIU United Healthcare Workers East (Orchard Hill Rehabilitation & Healthcare Center)",05-CB-265485,Towson,MD,09/01/2020,"Region 05, Baltimore, Maryland",Open,,,,100,,
"FCA LLC",25-CA-265470,Belvidere,IL,09/01/2020,"Region 25, Indianapolis, Indiana",Open,,,,3000,,
"TRUSTEES OF BOSTON UNIVERSITY",01-CA-265589,Boston,MA,09/01/2020,"Region 01, Boston, Massachusetts",Open,,,,8,,
"United States Postal Service",05-CA-265513,Washington,DC,08/31/2020,"Region 05, Baltimore, Maryland",Open,,,,450,,
"International Union of Operating Engineers Local 501 (NP Lake Mead LLC d/b/a Fiesta Henderson Casino Hotel)",28-CB-265529,Henderson,NV,08/31/2020,"Region 28, Phoenix, Arizona",Open,,,,1,,
"R & S Electric",18-CA-265524,"Iowa City",IA,08/31/2020,"Region 18, Minneapolis, Minnesota",Open,,,,15,,
"American Postal Workers Union (United States Postal Service)",05-CB-265550,Washington,DC,08/31/2020,"Region 05, Baltimore, Maryland",Open,,,,100,,
"United States Postal Service",16-CA-265480,Galveston,TX,08/31/2020,"Region 16, Fort Worth, Texas",Open,,,,85,,
"International Union of Operating Engineers Local 501 (NP Sunset LLC d/b/a Sunset Station Hotel & Casino)",28-CB-265522,Henderson,NV,08/31/2020,"Region 28, Phoenix, Arizona",Open,,,,867,,
"International Union of Operating Engineers Local 501 (Station GVR Acquisition, LLC d/b/a Green Valley Ranch Station Casino)",28-CB-265525,Henderson,NV,08/31/2020,"Region 28, Phoenix, Arizona",Open,,,,1288,,
"International Union of Operating Engineers Local 501 (NP Red Rock LLC d/b/a Red Rock Casino Resort Spa)",28-CB-265532,"Las Vegas",NV,08/31/2020,"Region 28, Phoenix, Arizona",Open,,,,1770,,
"International Union of Operating Engineers Local 501 (FP Holdings, L.P. d/b/a Palms Casino Resort)",28-CB-265576,"Las Vegas",NV,08/31/2020,"Region 28, Phoenix, Arizona",Open,,,,179,,
"The Riverview Nursing Facility, LLC d/b/a The Riverview Care Center",14-RC-265356,"Saint Louis",MO,08/28/2020,"Region 14, Saint Louis, Missouri",Open,,,57,60,"SEIU Healthcare Missouri/Kansas, a division of SEIU Healthcare Illinois Indiana affiliated with Service Employees International Union","Included:  All full-time and regular part-time cooks, activity assistants, deitary aides, licensed practical nurses (LPNs), graduate practical nurses (GPNs), certified medication technicians (CMTs), restorative aides (RAs), certified nursing assistants (CNAs), housekeepers, laundry aides, and maintenance employees employed by the Employer. Excluded:  registered nurses (RNs), receptionists, medical records secretary/central supply clerk, office clericals and professional employees, and guards and supervisors as defined by the Act."
"Comprehensive Decommissioning International",04-CA-265388,Camden,NJ,08/28/2020,"Region 04, Philadelphia, Pennsylvania",Open,,,,56,,
"Ed's Beans, Inc. d/b/a Crazy Mocha Coffee",06-CA-265396,Pittsburgh,PA,08/28/2020,"Region 06, Pittsburgh, Pennsylvania",Open,,,,10,,
"SOUTHERN GLAZERS OF OHIO",09-CA-265367,Fairfield,OH,08/28/2020,"Region 09, Cincinnati, Ohio",Open,,,,9,,
"The Riverview Nursing Center, LLC d/b/a The Riverview Care Center",14-CA-265341,"Saint Louis",MO,08/27/2020,"Region 14, Saint Louis, Missouri",Open,,,,75,,
"Hospital San Carlos, Inc. d/b/a Hospital San Carlos Borromeo",12-CA-265264,Moca,PR,08/27/2020,"Region 12, Tampa, Florida",Open,,,,200,,
"United States Postal Service",13-CA-265291,"Forest Park",IL,08/27/2020,"Region 13, Chicago, Illinois",Open,,,,1000,,
"Prime Healthcare Foundation--Coshocton LLC DBA Coshocton Regional Medical Center",08-CA-265320,Coshocton,OH,08/27/2020,"Region 08, Cleveland, Ohio",Open,,,,500,,
"Hospital San Carlos, Inc. d/b/a Hospital San Carlos Borromeo",12-CA-265264,Moca,PR,08/27/2020,"Region 12, Tampa, Florida",Open,,,,200,,
"United States Postal Service",13-CA-265291,"Forest Park",IL,08/27/2020,"Region 13, Chicago, Illinois",Open,,,,1000,,
Flex-N-Gate,13-CA-265220,Chicago,IL,08/26/2020,"Region 13, Chicago, Illinois",Open,,,,500,,
"OFS Fitel, LLC",10-CA-265221,Norcross,GA,08/26/2020,"Region 10, Atlanta, Georgia",Open,,,,250,,
"OFS Fitel LLC",10-CA-265219,Norcross,GA,08/26/2020,"Region 10, Atlanta, Georgia",Open,,,,250,,
"OFS Fitel, LLC",10-CA-265222,Norcross,GA,08/26/2020,"Region 10, Atlanta, Georgia",Open,,,,250,,
"United States Postal Service",12-CA-265268,Tallahassee,FL,08/26/2020,"Region 12, Tampa, Florida",Open,,,,200,,
"U.S. Foods, Inc.",25-CA-265306,Fishers,IN,08/26/2020,"Region 25, Indianapolis, Indiana",Open,,,,300,,
"YRC Inc. d/b/a YRC Freight",28-CA-265326,Phoenix,AZ,08/26/2020,"Region 28, Phoenix, Arizona",Open,,,,180,,
"WAREHOUSE UNION LOCAL 6, ILWU (HEATH CERAMICS, LTD.)",32-CB-265300,Oakland,CA,08/26/2020,"Region 32, Oakland, California",Open,,,,100,,
"United States Postal Service",12-CA-265260,"West Palm Beach",FL,08/26/2020,"Region 12, Tampa, Florida",Open,,,,200,,
"United Parcel Service",15-CA-265217,"Little Rock",AR,08/25/2020,"Region 15, New Orleans, Louisiana",Open,,,,900,,
"Blues City Brewery, LLC",15-CA-265156,Memphis,TN,08/25/2020,"Region 15, New Orleans, Louisiana",Open,,,,300,,
UPS,29-CA-265151,Brooklyn,NY,08/25/2020,"Region 29, Brooklyn, New York",Open,,,,800,,
"United Parcel Service",15-CA-265216,"Little Rock",AR,08/25/2020,"Region 15, New Orleans, Louisiana",Open,,,,900,,
"Performance Food Group",25-CA-265304,Dixon,IL,08/25/2020,"Region 25, Indianapolis, Indiana",Open,,,,151,,
"BOSTON MEDICAL CENTER",01-CA-265179,Boston,MA,08/25/2020,"Region 01, Boston, Massachusetts",Open,,,,1100,,
"GEODIS LOGISTICS, LLC",15-CA-265152,MEMPHIS,TN,08/25/2020,"Region 15, New Orleans, Louisiana",Open,,,,200,,
"Qwest Corporation d/b/a CenturyLink d/b/a Lumen",28-CA-265181,Phoenix,AZ,08/25/2020,"Region 28, Phoenix, Arizona",Open,,,,450,,
Flex-N-Gate,13-CA-265140,Chicago,IL,08/25/2020,"Region 13, Chicago, Illinois",Open,,,,500,,
"United Parcel Service",15-CA-265218,"Little Rock",AR,08/25/2020,"Region 15, New Orleans, Louisiana",Open,,,,900,,
"CABELL HUNTINGTON HOSPITAL, INC.",09-CA-265186,Huntington,WV,08/25/2020,"Region 09, Cincinnati, Ohio",Open,,,,2500,,
"WHOLE FOODS MARKET, INC.",01-CA-265183,Boston,MA,08/24/2020,"Region 01, Boston, Massachusetts",Open,,,,20,,
"Tecnocap LLC",06-CA-265111,"Glen Dale",WV,08/24/2020,"Region 06, Pittsburgh, Pennsylvania",Open,,,,80,,
"Flex-N-Gate Chicago",13-CA-265079,Chicago,IL,08/24/2020,"Region 13, Chicago, Illinois",Open,,,,500,,
"Association of Western Pulp and Paper Workers Union Local 675 (WestRock Covington Mill)",10-CB-265035,Covington,VA,08/24/2020,"Region 10, Atlanta, Georgia",Open,,,,600,,
"United States Postal Service",21-CA-265068,"San Diego",CA,08/24/2020,"Region 21, Los Angeles, California",Open,,,,20,,
"United States Postal Service",07-CA-265204,Flint,MI,08/24/2020,"Region 07, Detroit, Michigan",Open,,,,1,,
"EGM BUILDERS & CONSTRUCTION SERVICES LLC / E&R HEATING & COOLING LLC.",22-CA-265154,Parsippany,NJ,08/24/2020,"Region 22, Newark, New Jersey",Open,,,,30,,
"Local 7, International Union, United Automobile, Aerospace and Agricultural Implement Workers of America (UAW), AFL-CIO (FCA US, LLC)",07-CB-265103,Detroit,MI,08/24/2020,"Region 07, Detroit, Michigan",Open,,,,2500,,
"Blanche Community Progress Day Care Center",29-CA-265117,"Far Rockaway",NY,08/24/2020,"Region 29, Brooklyn, New York",Open,,,,35,,
"North Texas Investment Group d/b/a Whitehawk Worldwide",28-CA-265119,"El Paso",TX,08/24/2020,"Region 28, Phoenix, Arizona",Open,,,,20,,
"United States Postal Service",28-CA-265078,"Santa Fe",NM,08/21/2020,"Region 28, Phoenix, Arizona",Open,,,,50,,
"EDP Enterprises",14-CA-265053,"Fort Leonard Wood",MO,08/21/2020,"Region 14, Saint Louis, Missouri",Open,,,,900,,
"ATI Wah Chang",19-CA-265134,Allegany,OR,08/21/2020,"Region 19, Seattle, Washington",Open,,,,1100,,
"American Postal Workers Union, Local 4321 (United States Postal Service)",05-CB-265030,Easton,MD,08/21/2020,"Region 05, Baltimore, Maryland",Open,,,,150,,
"EGM BUILDERS & CONSTRUCTION SERVICES LLC /  E&R HEATING AND COOLING LLC .",22-CA-265048,Parsippany,NJ,08/21/2020,"Region 22, Newark, New Jersey",Open,,,,30,,
"Blue Cross Blue Shield of Michigan",07-CA-265049,Detroit,MI,08/21/2020,"Region 07, Detroit, Michigan",Open,,,,6000,,
"Gopher Resource",18-CA-265032,Minneapolis,MN,08/21/2020,"Region 18, Minneapolis, Minnesota",Open,,,,100,,
"Baltimore Gas & Electric Company",05-CA-265016,Baltimore,MD,08/20/2020,"Region 05, Baltimore, Maryland",Open,,,,1500,,
"Communications Workers of America, AFL-CIO, Local 1040 (The Arc Mercer, Inc.)",22-CB-264950,Trenton,NJ,08/20/2020,"Region 22, Newark, New Jersey",Open,,,,290,,
"United States Postal Service",07-CA-265003,"Grand Rapids",MI,08/20/2020,"Region 07, Detroit, Michigan",Open,,,,700,,
"Mondelez Global",13-CA-264973,Chicago,IL,08/20/2020,"Region 13, Chicago, Illinois",Open,,,,300,,
"SWWOOP LLC",28-CA-264952,Phoenix,AZ,08/20/2020,"Region 28, Phoenix, Arizona",Open,,,,11,,
"WENTWORTH INSTITUTE OF TECHNOLOGY",01-CA-264959,Boston,MA,08/20/2020,"Region 01, Boston, Massachusetts",Open,,,,500,,
"Cornish College of the Arts",19-CA-264993,Seattle,WA,08/20/2020,"Region 19, Seattle, Washington",Open,,,,7,,
"International Brotherhood of Electrical Workers (IBEW) Local 558 (Amentum)",10-CB-264926,Huntsville,AL,08/20/2020,"Region 10, Atlanta, Georgia",Open,,,,200,,
"United Parcel Service",10-CA-264948,Salem,VA,08/20/2020,"Region 10, Atlanta, Georgia",Open,,,,100,,
"FreshBev, LLC",01-CA-264957,"New Haven",CT,08/20/2020,"Region 01, Boston, Massachusetts",Open,,,,30,,
"Maryland Legal Aid",05-CA-264969,Baltimore,MD,08/20/2020,"Region 05, Baltimore, Maryland",Open,,,,134,,
"JS Contracting LLC",22-CA-264949,Eatontown,NJ,08/20/2020,"Region 22, Newark, New Jersey",Open,,,,1,,
"1199 SEIU United Healthcare Workers East (MedStar Georgetown University Hospital)",05-CB-264910,Landover,MD,08/19/2020,"Region 05, Baltimore, Maryland",Open,,,,10,,
"Blanche Community Day Care Center",29-CA-264846,"Far Rockaway",NY,08/19/2020,"Region 29, Brooklyn, New York",Open,,,,35,,
"Gavilon Grain LLC",25-CA-264907,Maceo,KY,08/19/2020,"Region 25, Indianapolis, Indiana",Open,,,,50,,
"Whole Foods Market, Inc.",04-CA-264841,Marlton,NJ,08/19/2020,"Region 04, Philadelphia, Pennsylvania",Open,,,,30,,
"PERU, VT POST OFFICE",03-CA-264861,Peru,VT,08/19/2020,"Region 03, Buffalo, New York",Open,,,,1,,
"Brooklyn Friends School",29-UC-264769,Brooklyn,NY,08/18/2020,"Region 29, Brooklyn, New York",Open,,,,200,,"Included: All full-time and regular part-time employees of the Brooklyn Friends School. Excluded: Managers, confidential employees and guards and supervisors as defined by the Act."
"Ingalls Shipbuilding",15-CA-264863,Pascagoula,MS,08/18/2020,"Region 15, New Orleans, Louisiana",Open,,,,1500,,
"Marshalls Incorporated",05-CA-264844,Bridgewater,VA,08/18/2020,"Region 05, Baltimore, Maryland",Open,,,,800,,
"Blanche Community Progress Day Care Center",29-CA-264784,"Far Rockaway",NY,08/18/2020,"Region 29, Brooklyn, New York",Open,,,,25,,
"WHOLE FOODS MARKET, INC.",01-CA-264917,Bedford,NH,08/18/2020,"Region 01, Boston, Massachusetts",Open,,,,20,,
"U.S. Concrete - Eastern Action Supply Company",04-CA-264786,Philadelphia,PA,08/18/2020,"Region 04, Philadelphia, Pennsylvania",Open,,,,25,,
"Swiftwater Cellars LLC",19-CA-264894,Ellensburg,WA,08/18/2020,"Region 19, Seattle, Washington",Open,,,,20,,
"United States Postal Service",19-CA-264898,Redmond,WA,08/18/2020,"Region 19, Seattle, Washington",Open,,,,100,,
"Whole Foods Market, Inc.",25-CA-264904,Mishawaka,IN,08/18/2020,"Region 25, Indianapolis, Indiana",Open,,,,50,,
"United States Postal Service",07-CA-264849,Pontiac,MI,08/18/2020,"Region 07, Detroit, Michigan",Open,,,,1000,,
"Blanche Community Day Care Center",29-CA-264853,"Far Rockaway",NY,08/18/2020,"Region 29, Brooklyn, New York",Open,,,,25,,
"Whole Foods Market, Inc.",20-CA-264834,Petaluma,CA,08/18/2020,"Region 20, San Francisco, California",Open,,,,25,,
"AMERICAN STEEL AND ALUMINUM, LLC",01-CA-264798,AUBURN,MA,08/18/2020,"Region 01, Boston, Massachusetts",Open,,,,10,,
"Whole Foods Market, Inc.",10-CA-264875,Atlanta,GA,08/18/2020,"Region 10, Atlanta, Georgia",Open,,,,100,,
"United States Postal Service",10-CA-264711,Thomaston,GA,08/17/2020,"Region 10, Atlanta, Georgia",Open,,,,39,,
"AT&T Mobility Services, LLC",12-CA-264810,"Lake City",FL,08/17/2020,"Region 12, Tampa, Florida",Open,,,,10,,
"United States Postal Service",07-CA-264730,Detroit,MI,08/17/2020,"Region 07, Detroit, Michigan",Open,,,,450,,
"Transdev Inc",10-CA-264759,Norcross,GA,08/17/2020,"Region 10, Atlanta, Georgia",Open,,,,200,,
"United Auto Workers Local 2406 (Volvo Group North America, LLC)",15-CB-264760,Byhalia,MS,08/14/2020,"Region 15, New Orleans, Louisiana",Open,,,,400,,
"FreshBev, LLC",01-CA-264658,"New Haven",CT,08/14/2020,"Region 01, Boston, Massachusetts",Open,,,,30,,
"3067 Orange Ave, LLC dba Anaheim Crest Nursing Center",21-RC-264740,Anaheim,CA,08/14/2020,"Region 21, Los Angeles, California",Open,,,64,65,"Service Employees International Union, Local 2015","Included:  All full-time, regular part-time and on call CNAs; RNAs; Cooks; Dietary Aides; Dishwashers; Janitors; Housekeeping employees; Laundry employees; and Activities employees

Excluded: All other employees, managers, security guards, and supervisors as defined by the Act."
"ADT, LLC",18-CA-264654,Janesville,WI,08/14/2020,"Region 18, Minneapolis, Minnesota",Open,,,,7,,
"Hawaiian Cement",20-CA-264678,Aiea,HI,08/14/2020,"Region 20, San Francisco, California",Open,,,,20,,
"International Brotherhood of Electrical Workers, Local No. 77",19-CA-264679,Seattle,WA,08/14/2020,"Region 19, Seattle, Washington",Open,,,,15,,
"Action Carting",22-CA-264621,"Jersey City",NJ,08/14/2020,"Region 22, Newark, New Jersey",Open,,,,20,,
"Toyota Logistics Services, Inc.",21-CA-264597,"Long Beach",CA,08/13/2020,"Region 21, Los Angeles, California",Open,,,,200,,
"Thryv, Inc., LLC",27-CA-264637,Denver,CO,08/13/2020,"Region 27, Denver, Colorado",Open,,,,75,,
"United States Postal Service",07-CA-264555,Detroit,MI,08/13/2020,"Region 07, Detroit, Michigan",Open,,,,2500,,
"Southwest Displays & Events d/b/a SWXGlobal Design & Production",16-CA-264618,Carrollton,TX,08/13/2020,"Region 16, Fort Worth, Texas",Open,,,,10,,
"General Motors, LLC",10-CA-264554,Charlotte,NC,08/13/2020,"Region 10, Atlanta, Georgia",Open,,,,88,,
"United Food & Commercial Workers, Local 1262 (Shoprite)",22-CB-264634,Freehold,NJ,08/13/2020,"Region 22, Newark, New Jersey",Open,,,,12,,
"CITGO Refining & Chemicals, LP",16-CA-264586,"Corpus Christi",TX,08/13/2020,"Region 16, Fort Worth, Texas",Open,,,,302,,
"Community Alternatives, Inc.",05-CA-264601,Norfolk,VA,08/13/2020,"Region 05, Baltimore, Maryland",Open,,,,23,,
"Spectrum Health Care",04-CA-264558,Philadelphia,PA,08/13/2020,"Region 04, Philadelphia, Pennsylvania",Open,,,,38,,
"LaSalle Southwest Corrections",16-CA-264520,Dallas,TX,08/12/2020,"Region 16, Fort Worth, Texas",Open,,,,150,,
"United States Postal Service [USPS]",32-CA-264546,"Palo Alto",CA,08/12/2020,"Region 32, Oakland, California",Open,,,,150,,
"University of Chicago Hospital",13-CA-264576,Chicago,IL,08/12/2020,"Region 13, Chicago, Illinois",Open,,,,52,,
"Whole Foods Market, Inc.",05-CA-264906,"Glen Allen",VA,08/12/2020,"Region 05, Baltimore, Maryland",Open,,,,100,,
"Johnston Fire Services LLC",10-CA-264549,Paducah,KY,08/12/2020,"Region 10, Atlanta, Georgia",Open,,,,8,,
"United States Postal Service",10-CA-264474,Atlanta,GA,08/12/2020,"Region 10, Atlanta, Georgia",Open,,,,200,,
"Garland Symphony Orchestra Association, Las Colinas Symphony Orchestra Association, and Symphony Arlington, Joint Employers",16-CA-264468,Irving,TX,08/11/2020,"Region 16, Fort Worth, Texas",Open,,,,85,,
"2509 South Fourth Operating, LLC d/b/a St. Monica Center for Rehabilitation and Healthcare",04-CA-264458,Philadelphia,PA,08/11/2020,"Region 04, Philadelphia, Pennsylvania",Open,,,,130,,
REV-A-SHELF,09-CA-264512,Louisville,KY,08/11/2020,"Region 09, Cincinnati, Ohio",Open,,,,25,,
"NP Palace LLC d/b/a Palace Station Hotel & Casino",28-CA-264626,"Las Vegas",NV,08/11/2020,"Region 28, Phoenix, Arizona",Open,,,,1350,,
REV-A-SHELF,09-CA-264512,Louisville,KY,08/11/2020,"Region 09, Cincinnati, Ohio",Open,,,,25,,
"NP Lake Mead LLC d/b/a Fiesta Henderson Casino Hotel",28-CA-264638,Henderson,NV,08/11/2020,"Region 28, Phoenix, Arizona",Open,,,,300,,
"NP Boulder LLC d/b/a Boulder Station Hotel & Casino",28-CA-264619,"Las Vegas",NV,08/11/2020,"Region 28, Phoenix, Arizona",Open,,,,100,,
"Pepsi Cola - CBC Puerto Rico",12-CA-264442,"Toa Baja",PR,08/11/2020,"Region 12, Tampa, Florida",Open,,,,280,,
"United States Postal Service",15-CA-264490,Stonewall,LA,08/11/2020,"Region 15, New Orleans, Louisiana",Open,,,,7,,
"United Parcel Service",10-CA-264423,Salem,VA,08/11/2020,"Region 10, Atlanta, Georgia",Open,,,,100,,
"Station Casinos LLC (as a single employer with NP Sunset LLC d/b/a Sunset Station Hotel & Casino, FP Holdings, L.P. d/b/a Palms Casino Resort, NP Lake Mead LLC d/b/a Fiesta Henderson Casino Hotel, NP Palace LLC d/b/a Palace Station Hotel & Casino, NP Fiesta LLC d/b/a Fiesta Rancho Hotel & Casino, NP Boulder LLC d/b/a Boulder Station Hotel & Casino, Station GVR Acquisition, LLC d/b/a Green Valley Ranch Resort Spa Casino and Red Rock Resorts d/b/a Red Rock Casino Resort & Spa)",28-CA-264465,"Las Vegas",NV,08/11/2020,"Region 28, Phoenix, Arizona",Open,,,,4400,,
