OID|INV_TYPE|NAME|AMOUNT|RPT_ID
376144|701|AMERICAN REALTY ADVISORS CORE PROPERTY FD ACT 1292|20136043|780701
376145|705|Other Investments Total Cost||780701
376146|706|Other Investments Total Book Value||780701
379556|703|Marketable Securities Total Cost|2533652|783232
379557|704|Marketable Securities Total BookValue|2167478|783232
379558|701|Schwab US Large Cap|126662|783232
379559|701|American Capital Community|163405|783232
379560|701|Doubleline Low Duration|300234|783232
379561|701|Intrepid Income Institution|663212|783232
379562|701|Intrepid Endurance Institution|132566|783232
379563|701|Rondure New World Institution|101455|783232
379564|701|Variant Alternative Income|137656|783232
379565|705|Other Investments Total Cost||783232
379566|706|Other Investments Total Book Value||783232
374779|703|Marketable Securities Total Cost||766167
374780|704|Marketable Securities Total BookValue||766167
374781|705|Other Investments Total Cost|243289|766167
374782|706|Other Investments Total Book Value|243289|766167
374783|702|27.52% interest in 12812 NE Marx St building|243289|766167
377675|703|Marketable Securities Total Cost||782411
377676|704|Marketable Securities Total BookValue||782411
377677|705|Other Investments Total Cost||782411
377678|706|Other Investments Total Book Value||782411
378847|703|Marketable Securities Total Cost|601541|782889
378848|704|Marketable Securities Total BookValue|601541|782889
378849|701|iShares Russell Mid-Cap Idx Fund;K|12402|782889
378850|701|Vanguard GNMA Fund;Admiral|12261|782889
378851|701|Vanguard Growth Index Fund;Institutional|40330|782889
378852|701|Vanguard High-Yield Corporate Fund;Admiral|66059|782889
378853|701|Vanguard Intermediate-Term Investment-Grade Fd;Adm|78709|782889
378854|701|Vanguard Short-Term Federal Fund;Admiral|111974|782889
378855|701|Vanguard Short-Term Investment-Grade Fund;Admiral|134679|782889
378856|701|Vanguard Total Bond Market Index Fund;Inst|30205|782889
378857|701|Vanguard Total International Stock Index Fund;Inst|26010|782889
378858|701|Vanguard Value Index Fund;Institutional|88908|782889
378859|705|Other Investments Total Cost||782889
378860|706|Other Investments Total Book Value||782889
376945|703|Marketable Securities Total Cost|403401|782110
376946|704|Marketable Securities Total BookValue|403401|782110
376947|701|Vanguard Short Term Federal Adm|161308|782110
376948|701|Vanguard Total Bond Index Fund|161405|782110
376949|701|Vanguard Total Stock Market Index Fund|80688|782110
376950|705|Other Investments Total Cost||782110
376951|706|Other Investments Total Book Value||782110
376436|703|Marketable Securities Total Cost|0|780876
376437|704|Marketable Securities Total BookValue||780876
376438|705|Other Investments Total Cost||780876
376439|706|Other Investments Total Book Value||780876
379546|703|Marketable Securities Total Cost|2694413|783216
379547|704|Marketable Securities Total BookValue|2694413|783216
379548|701|BR High Yield Municipal A|145000|783216
379549|701|BR Managed Income A|250000|783216
379550|701|BR National Municipal A|150000|783216
379551|701|BR Short Term Municipal A|147000|783216
379552|701|American Multi-Sector Inc A|751630|783216
379553|701|Nuveen Limited Term Muni A|1250783|783216
379554|705|Other Investments Total Cost||783216
379555|706|Other Investments Total Book Value||783216
378470|703|Marketable Securities Total Cost||782718
378471|704|Marketable Securities Total BookValue||782718
378472|705|Other Investments Total Cost||782718
378473|706|Other Investments Total Book Value||782718
375067|703|Marketable Securities Total Cost|772905|773553
375068|704|Marketable Securities Total BookValue|923027|773553
375069|701|1,308 shs Vanguard Tax Managed Intl Fund VEA  ETF|66198|773553
375070|701|1,145 shs Vanguard Int'l Equity VWO ETF|60662|773553
375071|701|305 shs Ishares Russell 2000 IWM ETF|68591|773553
375072|701|450 shs SPDR S&P 500 SPY ETF|187785|773553
375073|701|142 shs SPDR S&P Midcap 400 MDY ETF|70514|773553
375074|701|586 shs Vanguard Total Stock Mkt VTI ETF|127221|773553
375075|701|758 shs IShares Trust Core US Aggreg Bond AGG ETF|86783|773553
375076|701|965 shs Vanguard Total Intl Stock IDX VXUS|62185|773553
375077|701|1,100 shs Vanguard Bond IDX BND ETF|93786|773553
375078|705|Other Investments Total Cost||773553
375079|706|Other Investments Total Book Value||773553
377111|703|Marketable Securities Total Cost|6786837|782153
377112|704|Marketable Securities Total BookValue|6786837|782153
377113|701|COMMERCE BANK|5510834|782153
377114|701|MERRILL LYNCH|546410|782153
377115|701|MERRILL LYNCH|729593|782153
377116|705|Other Investments Total Cost||782153
377117|706|Other Investments Total Book Value||782153
376001|703|Marketable Securities Total Cost|267045|780582
376002|704|Marketable Securities Total BookValue|304052|780582
376003|701|FIRST TRUST LOW DURATION OPP|19240|780582
376004|701|VANGUARD INDEX FDS S&P 500 ETF|19282|780582
376005|701|GUGGENHEIM TOTAL RETURN BOND|50903|780582
376006|701|PIMCO INCOME FUND I-2|39276|780582
376007|701|VANGUARD FTSE DEVELOPED MARKETS|15559|780582
376008|705|Other Investments Total Cost||780582
376009|706|Other Investments Total Book Value||780582
377999|703|Marketable Securities Total Cost|1588550|782553
378000|704|Marketable Securities Total BookValue|1588550|782553
378001|701|New York City NY Transitional Fin Rev 2.25% |104509|782553
378002|701|Forethought Annuity|216958|782553
378003|705|Other Investments Total Cost||782553
378004|706|Other Investments Total Book Value||782553
375886|703|Marketable Securities Total Cost||779376
375887|704|Marketable Securities Total BookValue|246976|779376
375888|705|Other Investments Total Cost||779376
375889|706|Other Investments Total Book Value||779376
377425|703|Marketable Securities Total Cost|24209728|782285
377426|704|Marketable Securities Total BookValue|27509489|782285
377427|701|BAIRD CORE PLUS BOND INST|6014931|782285
377428|701|METROPOLITAN WEST LOW DURATION BOND FUND|5387155|782285
377429|701|VANGUARD TOTAL BOND MARKET INDEX FUND|5715893|782285
377430|701|VANGUARD SHORT TERM BOND INDEX FUND|5383908|782285
377431|701|VANGUARD TOTAL STOCK MARKET INSTL|4989342|782285
377432|705|Other Investments Total Cost|106200|782285
377433|706|Other Investments Total Book Value|106200|782285
377434|702|MAIN STREET LABOR CORPORATION|54000|782285
377435|702|UNION BANK STOCK|48000|782285
376988|706|Other Investments Total Book Value||782121
376982|704|Marketable Securities Total BookValue|1027182|782121
376983|701|SPDR PORTFOLIO S&P GROWTH FUND|68134|782121
376984|701|SPDR PORTFOLIO S&P 500 VALUE FUND|89084|782121
376985|701|VANGUARD INTERNATIONAL GROWTH FUND|51972|782121
376986|701|VIRTUS KAR MID CAP CORE FUND|54876|782121
376987|705|Other Investments Total Cost||782121
376981|703|Marketable Securities Total Cost|998991|782121
375946|703|Marketable Securities Total Cost|1016064|780544
375947|704|Marketable Securities Total BookValue|1376266|780544
375948|701|American Bond Fund of America Cl A|226426|780544
375949|701|American Capital World Bond Cl A|55492|780544
375950|701|American Capital World Growth & Income Cl A|71084|780544
375951|701|American Growth Fund of America Cl A|421825|780544
375952|701|American High-Income Trust Cl A|58474|780544
375953|701|American Smallcap World Cl A|85530|780544
375954|701|American Tax-Exempt Bond Fund of America Cl A|109160|780544
375955|701|American Washington Mutual Investors Cl A|348275|780544
375956|705|Other Investments Total Cost||780544
375957|706|Other Investments Total Book Value||780544
379521|703|Marketable Securities Total Cost|581958|783185
379522|704|Marketable Securities Total BookValue|856475|783185
379523|705|Other Investments Total Cost|1227565|783185
379524|706|Other Investments Total Book Value|1265126|783185
379525|702|AFL-CIO HOUSING INVESTMENT TRUST|1265126|783185
376620|703|Marketable Securities Total Cost|115355|781980
376621|704|Marketable Securities Total BookValue|115355|781980
376622|701|LongLeaf Partners Fund|36117|781980
376623|701|First Horizon - Pimco Dynamic Credit Inc. Fund|35000|781980
376624|701|First Horizon - Bank of America Corp CLL CAPNT FLT|44238|781980
376625|705|Other Investments Total Cost||781980
376626|706|Other Investments Total Book Value||781980
376548|701|                  Invesco Ltd Term Muni Inc A|2022325|781924
376546|703|Marketable Securities Total Cost|2016400|781924
376549|705|Other Investments Total Cost|0|781924
376550|706|Other Investments Total Book Value|0|781924
376547|704|Marketable Securities Total BookValue|2022325|781924
379124|703|Marketable Securities Total Cost||782997
379125|704|Marketable Securities Total BookValue||782997
379126|705|Other Investments Total Cost||782997
379127|706|Other Investments Total Book Value||782997
377868|703|Marketable Securities Total Cost|5892239|782518
377869|704|Marketable Securities Total BookValue|6604907|782518
377870|701|Equities and mutual funds|6604907|782518
377871|705|Other Investments Total Cost||782518
377872|706|Other Investments Total Book Value||782518
379538|703|Marketable Securities Total Cost||783205
379539|704|Marketable Securities Total BookValue||783205
379540|705|Other Investments Total Cost||783205
379541|706|Other Investments Total Book Value||783205
378554|703|Marketable Securities Total Cost|256676|782781
378555|704|Marketable Securities Total BookValue|350405|782781
378556|705|Other Investments Total Cost||782781
378557|706|Other Investments Total Book Value||782781
376920|703|Marketable Securities Total Cost|252790|782085
376921|704|Marketable Securities Total BookValue|252777|782085
376922|701|Lord Abbett Ultra Short Bond A|252745|782085
376923|705|Other Investments Total Cost||782085
376924|706|Other Investments Total Book Value||782085
377828|703|Marketable Securities Total Cost||782509
377829|704|Marketable Securities Total BookValue||782509
377830|705|Other Investments Total Cost||782509
377831|706|Other Investments Total Book Value||782509
379073|704|Marketable Securities Total BookValue|1443916|782976
379072|703|Marketable Securities Total Cost|1351914|782976
379074|701|BMO HARRIS BANK NA CD|177465|782976
379075|701|JP MORGAN CHASE BK NA CD|269175|782976
379076|701|HSBC BANK CD|114602|782976
379077|701|CITIBANK NA ETF MKT PILOT 5 MLCD|255800|782976
379078|701|GOLDMAN SACHS BANK USA CTF CD|123550|782976
379079|701|HSBC BANK USA NA 4 YR GROWTH OPPTY LKD CD|121330|782976
379080|701|JP MORGAN CHASE BK NA S&P ECON CYCLE FCTR CD|246000|782976
379081|701|HSBC BANK USA NA 4 YR GROWTH OPPTY LKD CD|74501|782976
379082|705|Other Investments Total Cost|51003947|782976
379083|706|Other Investments Total Book Value|51043131|782976
375029|703|Marketable Securities Total Cost|325158|773421
375030|704|Marketable Securities Total BookValue|428242|773421
375031|701|Massachusetts MFS Investor Trust CL A|136062|773421
375032|701|MFS Technology CL A|42498|773421
375033|701|MFS Total Return CL A|129912|773421
375034|701|MFS Value CL A|107397|773421
375035|705|Other Investments Total Cost||773421
375036|706|Other Investments Total Book Value||773421
379831|701|PIMCO DYNAMIC BOND FUND|56585|785573
379827|703|Marketable Securities Total Cost|947936|785573
379832|701|GUGGENHEIM TOTAL RETURN|46158|785573
379833|705|Other Investments Total Cost||785573
379834|706|Other Investments Total Book Value||785573
379828|704|Marketable Securities Total BookValue|1000850|785573
379829|701|PGIM SHORT TERM|250172|785573
379830|701|WELLS FARGO STRATEGIC|101342|785573
379498|703|Marketable Securities Total Cost|0|783167
379499|704|Marketable Securities Total BookValue|0|783167
379500|705|Other Investments Total Cost|0|783167
379501|706|Other Investments Total Book Value|0|783167
376853|704|Marketable Securities Total BookValue|3587798|782052
376852|703|Marketable Securities Total Cost|3295136|782052
376854|701|CSB - Dodge & Cox Income Fund|372703|782052
376855|701|CSB - Vanguard Short Term Invest Grade Instl|316359|782052
376856|701|CSB - Vanguard Ultra Short Term Bond Fund Adm|284340|782052
376857|701|CD Community State Bank|346162|782052
376858|701|CD Community State Bank|350917|782052
376859|705|Other Investments Total Cost||782052
376860|706|Other Investments Total Book Value||782052
377258|701|Columbia Tax-Exempt Fund A|116565|782230
377252|703|Marketable Securities Total Cost|869115|782230
377259|701|Columbia Total Return Bond Fund|113482|782230
377260|705|Other Investments Total Cost||782230
377261|706|Other Investments Total Book Value||782230
377253|704|Marketable Securities Total BookValue|869115|782230
377254|701|Blackrock Global Allocation Investors|56741|782230
377255|701|Virtus Tactical Allocation|79984|782230
377256|701|FS KKR Capital Corporation|69717|782230
377257|701|Hines Global Income Trust|54787|782230
379399|703|Marketable Securities Total Cost|29763890|783083
379400|704|Marketable Securities Total BookValue|29763890|783083
379401|705|Other Investments Total Cost||783083
379402|706|Other Investments Total Book Value||783083
376523|703|Marketable Securities Total Cost|169033|781916
376524|704|Marketable Securities Total BookValue|159827|781916
376525|701|29,952 SHARES FRANKLIN U.S. GOVERNMENT SECURITIES|159827|781916
376526|705|Other Investments Total Cost||781916
376527|706|Other Investments Total Book Value||781916
376106|703|Marketable Securities Total Cost|466478|780685
376107|704|Marketable Securities Total BookValue|507367|780685
376108|701|MICROSOFT CORP|29257|780685
376109|705|Other Investments Total Cost||780685
376110|706|Other Investments Total Book Value||780685
379469|703|Marketable Securities Total Cost|18305638|783137
379470|704|Marketable Securities Total BookValue|18305638|783137
379471|705|Other Investments Total Cost||783137
379472|706|Other Investments Total Book Value||783137
377604|703|Marketable Securities Total Cost||782365
377605|704|Marketable Securities Total BookValue||782365
377606|705|Other Investments Total Cost||782365
377607|706|Other Investments Total Book Value||782365
376970|701|Principal Cash - Brokerage Account|0|782116
376971|701|SDIT Government Obligation Fund #36|12271|782116
376972|701|Investment in Bortherhood Bancshares|1092960|782116
376973|705|Other Investments Total Cost||782116
376974|706|Other Investments Total Book Value||782116
