OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
764598|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-06-17|26976|2819303|780701
764599|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-11-10|8669|2819303|780701
764600|1201|EXPENSE REIMBURSEMENT|2021-03-24|6847|2819303|780701
764601|1201|EXPENSE REIMBURSEMENT|2020-10-21|23750|2819303|780701
764602|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-10-21|149871|2819303|780701
764603|1201|EXPENSE REIMBURSEMENT|2020-12-22|5000|2819303|780701
764604|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-12-31|6935|2819303|780701
764605|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-01-18|8609|2819303|780701
764606|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-03-05|20517|2819303|780701
764607|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-04-06|26368|2819303|780701
764608|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-04-21|26975|2819303|780701
764609|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-05-24|33721|2819303|780701
764610|1201|EXPENSE REIMBURSEMENT|2020-10-21|23750|2819304|780701
764611|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-10-21|205081|2819304|780701
764612|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-12-31|29077|2819304|780701
764613|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-01-18|26552|2819304|780701
764614|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-03-05|20517|2819304|780701
764615|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-03-24|26368|2819304|780701
764616|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-04-21|26975|2819304|780701
764617|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-05-24|33721|2819304|780701
764618|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-06-17|26976|2819304|780701
764619|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-11-10|37863|2819304|780701
764620|1201|EXPENSE REIMBURSEMENT|2020-10-13|5000|2819305|780701
764621|1201|EXPENSE REIMBURSEMENT|2020-12-22|10000|2819305|780701
764622|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-09-01|273612|2819306|780701
764623|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-12-15|47517|2819306|780701
764840|1201|Reimbursement for expenses paid|2020-12-01|5415|2820051|780879
764625|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-03-16|45525|2819306|780701
764626|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-03-24|39848|2819306|780701
764627|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-04-21|48010|2819306|780701
764628|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-06-17|47652|2819306|780701
764629|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-09-24|38309|2819306|780701
764630|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-11-05|39528|2819306|780701
764631|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-01-14|39058|2819306|780701
764632|1201|TARGET FUND DISTRIBTUION OVERPAYMENT REFUND|2021-04-28|6210|2819306|780701
764633|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-12-15|24583|2819307|780701
764634|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-12-22|19667|2819307|780701
764635|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-01-14|24598|2819307|780701
764636|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-03-16|21929|2819307|780701
764637|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-03-24|21929|2819307|780701
764638|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-04-21|21929|2819307|780701
764639|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-05-24|27412|2819307|780701
764640|1201|PAYROLL EXPENSE REIMBURSEMENT|2021-06-17|21929|2819307|780701
764641|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-09-21|23600|2819307|780701
764642|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-11-09|5700|2819307|780701
764643|1201|PAYROLL EXPENSE REIMBURSEMENT|2020-10-13|19835|2819307|780701
764644|1201|REFUND FOR EMPLOYEE TRAINING CANCELLED|2021-02-21|17400|2819308|780701
764645|1201|REIMBURSEMENT FOR CITF CLOUD INTEGRATION|2020-08-07|263329|2819310|780701
764646|1201|REIMBURSEMENT FOR CIT CLOUD INTEGRATION|2020-08-21|231482|2819310|780701
764647|1201|EXPENSE REIMBURSEMENT|2021-03-05|7718|2819310|780701
764648|1201|REIMBURSEMENT FOR REPAIRS |2020-11-20|15215|2819310|780701
764649|1201|Legal Fees Reimbursement|2021-01-14|6684|2819355|780712
764650|1201|Legal Fees Reimbursement|2021-01-29|10980|2819357|780712
764651|1201|Rent Locals 3,12,169, 1176|2020-10-16|5525|2819375|780731
764652|1201|Rent Locals 3,12,169, 1176|2020-08-14|6416|2819375|780731
764653|1201|Apprenticeship Training and Support|2020-11-10|9813|2819378|780732
764654|1201|Surety Bond Revenue|2021-05-07|9268|2819379|780732
764655|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-07-13|8204|2819388|780738
764656|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-08-13|8204|2819388|780738
764657|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-09-22|8204|2819388|780738
764658|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-10-22|8204|2819388|780738
764659|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-11-23|8204|2819388|780738
764660|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-12-22|8204|2819388|780738
764661|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-01-22|8387|2819388|780738
764662|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-02-25|8387|2819388|780738
764663|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-03-29|8387|2819388|780738
764664|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-04-26|8387|2819388|780738
764665|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-05-20|8387|2819388|780738
764666|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-06-28|8387|2819388|780738
764667|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-07-13|13865|2819398|780738
764668|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-08-13|13865|2819398|780738
764669|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-09-22|13865|2819398|780738
764670|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-10-22|13865|2819398|780738
764671|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-11-23|13865|2819398|780738
764672|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2020-12-22|13865|2819398|780738
764673|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-01-22|14129|2819398|780738
764674|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-02-25|14129|2819398|780738
764675|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-03-29|14129|2819398|780738
764676|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-04-26|14129|2819398|780738
764677|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-05-20|14129|2819398|780738
764678|1201|SHARED ADMINISTRATIVE EXPENSE REIMBURSEMENT|2021-06-28|14129|2819398|780738
764679|1201|ORGANIZING SUBSIDY|2020-07-01|6500|2819400|780744
764680|1201|ORGANIZING SUBSIDY|2020-08-03|6500|2819400|780744
764681|1201|ORGANIZING SUBSIDY|2020-09-01|6500|2819400|780744
764682|1201|ORGANIZING SUBSIDY|2020-10-02|5000|2819400|780744
764683|1201|ORGANIZING SUBSIDY|2020-11-03|5000|2819400|780744
764684|1201|ORGANIZING SUBSIDY|2020-12-02|5000|2819400|780744
764685|1201|ORGANIZING SUBSIDY|2020-12-31|5000|2819400|780744
764686|1201|ORGANIZING SUBSIDY|2021-02-01|5000|2819400|780744
764687|1201|ORGANIZING SUBSIDY|2021-03-01|5000|2819400|780744
764688|1201|ORGANIZING SUBSIDY|2021-04-01|5000|2819400|780744
764689|1201|ORGANIZING SUBSIDY|2021-04-30|5000|2819400|780744
764690|1201|ORGANIZING SUBSIDY|2021-06-01|5000|2819400|780744
764691|1201|REIMBURSED ORGANIZER EXPENSES|2020-10-13|22441|2819414|780747
764692|1201|REIMBURSED ORGANIZER EXPENSES|2020-07-06|25495|2819414|780747
764693|1201|REIMBURSED ORGANIZER EXPENSES|2020-07-22|22630|2819414|780747
764694|1201|REIMBURSED ORGANIZER EXPENSES|2020-09-08|27460|2819414|780747
764695|1201|REIMBURSED BUILDING EXPENSES|2020-07-06|9147|2819415|780747
764696|1201|REIMBURSED BUILDING EXPENSES|2021-02-17|7225|2819415|780747
764697|1201|REIMBURSED BUILDING EXPENSES|2021-04-21|6890|2819415|780747
764698|1201|REIMBURSED BUILDING EXPENSES|2021-06-30|5924|2819415|780747
764699|1201|SETTLEMENT PROCEEDS|2020-10-15|5032|2819416|780747
764700|1201|SETTLEMENT PROCEEDS|2020-11-12|5032|2819416|780747
764701|1201|SETTLEMENT PROCEEDS|2020-12-29|5032|2819416|780747
764702|1201|SETTLEMENT PROCEEDS|2021-02-04|5032|2819416|780747
764703|1201|SETTLEMENT PROCEEDS|2021-02-10|5032|2819416|780747
764704|1201|SETTLEMENT PROCEEDS|2021-03-18|5032|2819416|780747
764705|1201|SETTLEMENT PROCEEDS|2021-04-07|5032|2819416|780747
764706|1201|SETTLEMENT PROCEEDS|2021-06-10|10064|2819416|780747
764707|1201|SETTLEMENT PROCEEDS|2021-03-30|32081|2819417|780747
764708|1201|IMPACT GRANT|2020-10-26|15000|2819509|780756
764709|1201|EMPLOYEE RETENTION CREDIT|2021-06-08|7278|2819519|780761
764710|1201|CONTRIBUTION TO SCHOLARSHIP FUND|2020-08-19|5000|2819530|780770
764711|1201|CONTRIBUTION TO SCHOLARSHIP FUND|2020-08-14|5000|2819531|780770
764712|1201|CONTRIBUTION TO SCHOLARSHIP FUND|2020-08-25|5000|2819532|780770
764713|1201|CONTRIBUTION TO SCHOLARSHIP FUND|2020-07-24|5000|2819534|780770
764714|1201|SCHOLARSHIP DONATION|2021-01-04|15000|2819560|780776
764715|1201|Salary Reimbursement|2020-09-11|5080|2819581|780785
764716|1201|Fringe Benefit Reimbursement|2021-02-05|5388|2819581|780785
764717|1201|Salary Reimbursement|2021-02-05|5838|2819581|780785
764718|1201|Fringe Benefit Reimbursement|2021-04-01|5524|2819581|780785
764719|1201|Salary Reimbursement|2021-04-01|5943|2819581|780785
764720|1201|Salary Reimbursement|2021-04-29|5191|2819581|780785
764721|1201|Salary Reimbursement|2021-06-11|5191|2819581|780785
764722|1201|Reimbursement for advertising|2020-09-17|17500|2819582|780785
764724|1201|CONCILIO GENERAL DE TRABAJADORES CIERRE ORG|2021-06-30|4011|2819593|780789
764725|1201|INSURANCE ROYALTIES|2021-01-25|4890|2819643|780827
764726|1201|INSURANCE ROYALTIES|2021-04-27|4461|2819643|780827
764727|1201|INSURANCE ROYALTIES|2021-04-27|72|2819643|780827
764728|1201|INSURANCE ROYALTIES|2020-07-24|5206|2819643|780827
764729|1201|INSURANCE ROYALTIES|2020-10-23|5299|2819643|780827
764730|1201|Expense reimbursements|2020-07-27|45950|2819652|780833
764731|1201|Expense reimbursements|2021-02-04|45950|2819652|780833
764732|1201|Donation|2021-01-04|10000|2819652|780833
764733|1201|ALLOTMENT FOR GENERAL PURPOSE|2020-07-24|3400|2819666|780834
764734|1201|ALLOTMENT FOR GENERAL PURPOSE|2020-10-23|3194|2819666|780834
764735|1201|ALLOTMENT FOR GENERAL PURPOSE|2021-01-24|3072|2819666|780834
764736|1201|ALLOTMENT FOR GENERAL PURPOSE|2021-04-22|4257|2819666|780834
764737|1201|Repayment|2020-12-21|5301|2819680|780837
764738|1201|Insurance reimbursement|2020-07-16|8813|2819704|780847
764739|1201|Cost Sharing|2020-07-31|8886|2819728|780856
764740|1201|Cost Sharing|2020-10-31|8324|2819728|780856
764741|1201|Cost Sharing|2021-01-31|8777|2819728|780856
764742|1201|Cost Sharing|2021-04-30|8561|2819728|780856
764743|1201|Cost Sharing|2020-07-31|7500|2819728|780856
764744|1201|Cost Sharing|2020-10-31|6366|2819728|780856
764745|1201|Cost Sharing|2021-01-31|8409|2819728|780856
764746|1201|Cost Sharing|2021-04-30|6811|2819728|780856
764747|1201|MERGER |2020-12-03|181508|2819736|780857
764748|1201|MERGER|2020-12-10|13307|2819736|780857
764749|1201|MERGER|2020-12-11|206844|2819736|780857
764750|1201|REIMBURSEMENT|2020-10-02|20192|2819736|780857
764751|1201|REIMBURSEMENT |2020-10-07|5710|2819737|780857
764752|1201|DEATH BENEFIT CONTRIBUTION|2021-01-15|5200|2819738|780857
764753|1201|DEATH BENEFIT CONTRIBUTION|2020-08-18|6600|2819738|780857
764754|1201|DISASTER RELIEF GRANT|2020-09-10|13500|2819738|780857
764755|1201|DISASTER RELIEF GRANT|2020-09-04|39000|2819738|780857
764756|1201|REFUND|2021-01-12|5023|2819742|780857
764757|1201|SECRETARIAL SERVICES|2020-07-31|8462|2819762|780862
764758|1201|SECRETARIAL SERVICES|2020-10-31|10016|2819762|780862
764759|1201|SECRETARIAL SERVICES|2021-01-31|10016|2819762|780862
764760|1201|SECRETARIAL SERVICES|2021-05-31|10016|2819762|780862
764761|1201|WORKING DUES REBATE|2020-08-31|22000|2819768|780862
764762|1201|WORKING DUES REBATE|2020-10-31|23000|2819768|780862
764763|1201|WORKING DUES REBATE|2020-10-31|11000|2819768|780862
764764|1201|WORKING DUES REBATE|2020-11-30|11000|2819768|780862
764765|1201|WORKING DUES REBATE|2021-01-31|11000|2819768|780862
764766|1201|WORKING DUES REBATE|2021-03-31|22000|2819768|780862
764767|1201|WORKING DUES REBATE|2021-03-31|11000|2819768|780862
764768|1201|WORKING DUES REBATE|2021-05-31|11000|2819768|780862
764769|1201|Grievance settlement|2020-08-11|11000|2819773|780864
764770|1201|MCAA CONVENTION CANCELLATION REFUND|2020-09-23|5234|2819822|780865
764771|1201|SALARY AND EXPENSE REIMBURSEMENT|2020-07-24|14704|2819829|780865
764772|1201|SALARY AND EXPENSE REIMBURSEMENT|2020-08-19|14704|2819829|780865
764773|1201|SALARY AND EXPENSE REIMBURSEMENT|2020-09-02|14735|2819829|780865
764774|1201|SALARY AND EXPENSE REIMBURSEMENT|2020-09-30|14704|2819829|780865
764775|1201|SALARY AND EXPENSE REIMBURSEMENT|2020-10-21|15236|2819829|780865
764776|1201|SALARY AND EXPENSE REIMBURSEMENT|2020-11-18|14704|2819829|780865
764777|1201|SALARY AND EXPENSE REIMBURSEMENT|2021-01-12|14705|2819829|780865
764778|1201|SALARY AND EXPENSE REIMBURSEMENT|2021-01-27|14705|2819829|780865
764779|1201|SALARY AND EXPENSE REIMBURSEMENT|2021-02-23|14705|2819829|780865
764780|1201|SALARY AND EXPENSE REIMBURSEMENT|2021-03-24|14705|2819829|780865
764781|1201|SALARY AND EXPENSE REIMBURSEMENT|2021-04-21|14705|2819829|780865
764782|1201|SALARY AND EXPENSE REIMBURSEMENT|2021-05-17|14705|2819829|780865
764783|1201|ORGANIZING GRANT|2020-08-03|8000|2819833|780865
764784|1201|ORGANIZING GRANT|2020-08-19|8000|2819833|780865
764785|1201|ORGANIZING GRANT|2020-09-22|8000|2819833|780865
764786|1201|ORGANIZING GRANT|2020-10-16|8000|2819833|780865
764787|1201|ORGANIZING GRANT|2020-11-18|8000|2819833|780865
764788|1201|ORGANIZING GRANT|2020-12-31|8000|2819833|780865
764789|1201|ORGANIZING GRANT|2021-01-22|8000|2819833|780865
764790|1201|ORGANIZING GRANT|2021-02-17|8000|2819833|780865
764791|1201|ORGANIZING GRANT|2021-03-17|8000|2819833|780865
764792|1201|ORGANIZING GRANT|2021-04-27|8000|2819833|780865
764793|1201|ORGANIZING GRANT|2021-05-19|9000|2819833|780865
764794|1201|ORGANIZING GRANT|2021-06-16|9000|2819833|780865
764795|1201|APPRENTICESHIP GRADUATION CANCELLATION REFUND|2020-10-07|7500|2819846|780865
764796|1201|Reimbursed expenses|2021-05-27|5032|2819853|780869
764797|1201|Refund of interest|2020-09-30|8472|2819857|780871
764798|1201|WAGES AND BENEFITS|2020-07-07|73048|2819993|780872
764799|1201|WAGES AND BENEFITS|2020-08-04|90157|2819993|780872
764800|1201|WAGES AND BENEFITS|2020-09-01|75344|2819993|780872
764801|1201|WAGES AND BENEFITS|2020-10-09|75344|2819993|780872
764802|1201|WAGES AND BENEFITS|2020-11-03|90998|2819993|780872
764803|1201|WAGES AND BENEFITS|2020-12-08|75344|2819993|780872
764804|1201|WAGES AND BENEFITS|2021-01-08|75695|2819993|780872
764805|1201|WAGES AND BENEFITS|2021-02-02|90549|2819993|780872
764806|1201|WAGES AND BENEFITS|2021-03-09|75696|2819993|780872
764807|1201|WAGES AND BENEFITS|2021-04-14|75696|2819993|780872
764808|1201|WAGES AND BENEFITS|2021-05-04|90538|2819993|780872
764809|1201|WAGES AND BENEFITS|2021-06-11|82896|2819993|780872
764810|1201|BOOTH REFUND|2020-09-08|6750|2819994|780872
764811|1201|IT SUPPORT|2021-01-29|7210|2819996|780872
764812|1201|JOBSITE SAFETY ACCOUNTABILITY PROGRAM EQUIPMENT|2020-07-21|75146|2819997|780872
764813|1201|TWIC CARD REIMBURSEMENT|2020-08-21|10394|2819997|780872
764814|1201|TWIC CARD REIMBURSEMENT|2021-02-26|9457|2819997|780872
764815|1201|CONTACT TRACING REFUND|2021-05-07|7194|2819998|780872
764816|1201|REFUND FOR CANCELLED CONFERENCE|2020-08-14|6000|2819999|780872
764817|1201|WAGES AND BENEFITS|2020-07-07|7577|2820000|780872
764818|1201|WAGES AND BENEFITS|2020-08-07|7577|2820000|780872
764819|1201|WAGES AND BENEFITS|2020-09-01|7612|2820000|780872
764820|1201|WAGES AND BENEFITS|2020-10-09|7605|2820000|780872
764821|1201|WAGES AND BENEFITS|2020-11-03|7824|2820000|780872
764822|1201|WAGES AND BENEFITS|2020-12-08|7596|2820000|780872
764823|1201|WAGES AND BENEFITS|2021-01-08|7154|2820000|780872
764824|1201|WAGES AND BENEFITS|2021-02-02|7261|2820000|780872
764825|1201|WAGES AND BENEFITS|2021-03-02|6846|2820000|780872
764826|1201|WAGES AND BENEFITS|2021-04-06|6885|2820000|780872
764827|1201|WAGES AND BENEFITS|2021-05-04|6979|2820000|780872
764828|1201|WAGES AND BENEFITS|2021-06-18|7055|2820000|780872
764829|1201|WORKERS COMPENSATION PAYMENT|2020-11-10|5198|2820001|780872
764830|1201|GENERAL CONVENTION EXPENSES|2020-11-25|58615|2820002|780872
764831|1201|Q2 2020 FAMILY FIRST ACT REFUND|2020-08-14|175588|2820003|780872
764832|1201|Q3 2020 FAMILY FIRST ACT REFUND|2020-11-03|103771|2820003|780872
764833|1201|Q4 2020 FAMILY FIRST ACT REFUND|2021-02-16|39040|2820003|780872
764834|1201|Q1 2021 FAMILY FIRST ACT REFUND|2021-05-07|24185|2820003|780872
764835|1201|DUPLICATE PAYMENT REFUND|2020-12-04|5076|2820004|780872
764836|1201|LEGAL SETTLEMENT|2021-06-01|25000|2820005|780872
764837|1201|REIMBURSEMENTS|2020-08-18|5344|2820048|780878
764838|1201|REIMBURSEMENTS|2020-09-08|28037|2820048|780878
764839|1201|REIMBURSEMENTS|2020-09-29|49549|2820048|780878
765053|1201|REIMBURSEMENT FOR ORGANIZER|2020-12-29|13591|2820771|782032
764841|1201|Reimbursement for expenses paid|2021-01-01|5473|2820051|780879
764842|1201|Reimbursement for expenses paid|2021-02-01|5473|2820051|780879
764843|1201|Reimbursement for expenses paid|2021-03-01|5473|2820051|780879
764844|1201|Reimbursement for expenses paid|2021-04-01|5473|2820051|780879
764845|1201|Reimbursement for expenses paid|2021-05-01|5472|2820051|780879
764846|1201|Reimbursement for expenses paid|2021-06-01|5472|2820051|780879
764847|1201|Reimbursement for expenses paid|2020-07-01|5415|2820051|780879
764848|1201|Reimbursement for expenses paid|2020-08-01|5415|2820051|780879
764849|1201|Reimbursement for expenses paid|2020-09-01|5415|2820051|780879
764850|1201|Reimbursement for expenses paid|2020-10-01|5415|2820051|780879
764851|1201|Reimbursement for expenses paid|2020-11-01|5415|2820051|780879
764852|1201|Reimbursement for expenses paid|2020-08-03|10538|2820052|780879
764853|1201|Reimbursement for expenses paid|2020-08-28|13075|2820052|780879
764854|1201|Reimbursement for expenses paid|2020-09-25|10324|2820052|780879
764855|1201|Reimbursement for expenses paid|2020-10-30|10866|2820052|780879
764856|1201|Reimbursement for expenses paid|2020-11-30|13263|2820052|780879
764857|1201|Reimbursement for expenses paid|2020-12-29|10430|2820052|780879
764858|1201|Reimbursement for expenses paid|2021-01-29|10922|2820052|780879
764859|1201|Reimbursement for expenses paid|2021-02-26|11115|2820052|780879
764860|1201|Reimbursement for expenses paid|2021-03-31|13473|2820052|780879
764861|1201|Reimbursement for expenses paid|2021-04-30|10787|2820052|780879
764862|1201|Reimbursement for expenses paid|2021-06-03|13327|2820052|780879
764863|1201|Reimbursement for expenses paid|2021-06-25|10667|2820052|780879
764864|1201|Insurance refund|2020-11-30|8004|2820053|780879
764865|1201|PAYOUTS-AWARDS|2021-04-20|8544|2820073|780888
764866|1201|PAYOUTS-AWARDS|2021-05-18|10351|2820074|780888
764867|1201|COVID PAY REFUND|2020-08-14|11575|2820076|780888
764868|1201|PAYOUTS-AWARDS|2020-12-15|10721|2820077|780888
764869|1201|PAYOUTS-AWARDS|2021-02-02|30431|2820078|780888
764870|1201|PAYOUTS-AWARDS|2021-03-09|20752|2820079|780888
764871|1201|PAYOUTS-AWARDS|2021-03-19|13402|2820080|780888
764872|1201|PAYOUTS-AWARDS|2021-03-31|127277|2820081|780888
764873|1201|LABOR COMPLIANCE REIMBURSEMENTS|2020-07-17|34678|2820104|780888
764874|1201|LABOR COMPLIANCE REIMBURSEMENTS|2020-08-21|44461|2820104|780888
764875|1201|LABOR COMPLIANCE REIMBURSEMENTS|2020-09-08|50711|2820104|780888
764876|1201|LABOR COMPLIANCE REIMBURSEMENTS|2020-10-20|57246|2820104|780888
764877|1201|LABOR COMPLIANCE REIMBURSEMENTS|2020-11-13|59447|2820104|780888
764878|1201|LABOR COMPLIANCE REIMBURSEMENTS|2020-12-22|50500|2820104|780888
764879|1201|LABOR COMPLIANCE REIMBURSEMENTS|2021-01-19|60969|2820104|780888
764880|1201|LABOR COMPLIANCE REIMBURSEMENTS|2021-02-11|50577|2820104|780888
764881|1201|LABOR COMPLIANCE REIMBURSEMENTS|2021-03-15|49198|2820104|780888
764882|1201|LABOR COMPLIANCE REIMBURSEMENTS|2021-04-13|40346|2820104|780888
764883|1201|LABOR COMPLIANCE REIMBURSEMENTS|2021-05-14|42784|2820104|780888
764884|1201|LABOR COMPLIANCE REIMBURSEMENTS|2021-06-15|48374|2820104|780888
764885|1201|DONATION REIMBURSEMENTS|2020-10-15|15000|2820104|780888
764886|1201|DONATION REIMBURSEMENTS|2021-05-18|5000|2820104|780888
764887|1201|Organizing reimbursement of expenses|2020-07-07|25000|2820115|780892
764888|1201|Organizing reimbursement of expenses|2020-08-04|50000|2820115|780892
764889|1201|Organizing reimbursement of expenses|2020-08-31|25000|2820115|780892
764890|1201|Organizing reimbursement of expenses|2020-10-02|125000|2820115|780892
